"","ALDERMAN","LOBBYIST_NAME","cont_to_aldermen","CLIENT_NAME","total_comp","pathString"
"907","DOWELL","LANGDON NEAL",1500,"XSC 633 SOUTH  LASALLE ACQUISITION LLC",650,"DOWELL/LANGDON NEAL/XSC 633 SOUTH  LASALLE ACQUISITION LLC"
"908","DOWELL","LANGDON NEAL",1500,"XSC 633 SOUTH LASALLE ACQUISITION LLC",1300,"DOWELL/LANGDON NEAL/XSC 633 SOUTH LASALLE ACQUISITION LLC"
"909","DOWELL","LUIS ANDRADE",500,"ILLINOIS HOSPITAL ASSOCIATION",10000,"DOWELL/LUIS ANDRADE/ILLINOIS HOSPITAL ASSOCIATION"
"910","DOWELL","MARK LENZ",250,"HUDSON MICHIGANAENUE LLC",41753.25,"DOWELL/MARK LENZ/HUDSON MICHIGANAENUE LLC"
"911","DOWELL","MARK LENZ",250,"L&MC INVESTMENTS LLC",7879,"DOWELL/MARK LENZ/L&MC INVESTMENTS LLC"
"912","DOWELL","MARK LENZ",250,"PREFERED HALSTED LLC",2132,"DOWELL/MARK LENZ/PREFERED HALSTED LLC"
"913","DOWELL","PATRICK CAREY",500,"APPLE INC",252000,"DOWELL/PATRICK CAREY/APPLE INC"
"914","DOWELL","PATRICK CAREY",500,"ASIAN HUMAN SERVICES",14000,"DOWELL/PATRICK CAREY/ASIAN HUMAN SERVICES"
"915","DOWELL","PATRICK CAREY",500,"BNSF RAILWAY COMPANY",135000,"DOWELL/PATRICK CAREY/BNSF RAILWAY COMPANY"
"916","DOWELL","PATRICK CAREY",500,"CHINESE AMERICAN SERVICE LEAGUE",10000,"DOWELL/PATRICK CAREY/CHINESE AMERICAN SERVICE LEAGUE"
"917","DOWELL","PATRICK CAREY",500,"DELTA AIR LINES",294000,"DOWELL/PATRICK CAREY/DELTA AIR LINES"
"918","DOWELL","PATRICK CAREY",500,"DIAGEO NA",140000,"DOWELL/PATRICK CAREY/DIAGEO NA"
"919","DOWELL","PATRICK CAREY",500,"GRAFFITI RESOURCE COUNCIL",38000,"DOWELL/PATRICK CAREY/GRAFFITI RESOURCE COUNCIL"
"920","DOWELL","PATRICK CAREY",500,"HERTZ GLOBAL",315000,"DOWELL/PATRICK CAREY/HERTZ GLOBAL"
"921","DOWELL","PATRICK CAREY",500,"HORIZON PHARMA USA INC",303000,"DOWELL/PATRICK CAREY/HORIZON PHARMA USA INC"
"922","DOWELL","PATRICK CAREY",500,"HUDSON GROUP",420000,"DOWELL/PATRICK CAREY/HUDSON GROUP"
"923","DOWELL","PATRICK CAREY",500,"LIMEBIKE",30000,"DOWELL/PATRICK CAREY/LIMEBIKE"
"924","DOWELL","PATRICK CAREY",500,"LYFT",669000,"DOWELL/PATRICK CAREY/LYFT"
"925","DOWELL","PATRICK CAREY",500,"MIDWEST BUS & MOTORCOACH ASSOCIATION",90000,"DOWELL/PATRICK CAREY/MIDWEST BUS & MOTORCOACH ASSOCIATION"
"926","DOWELL","PATRICK CAREY",500,"NORTH HIGHLAND",168000,"DOWELL/PATRICK CAREY/NORTH HIGHLAND"
"927","DOWELL","PATRICK CAREY",500,"PNC BANK",210000,"DOWELL/PATRICK CAREY/PNC BANK"
"928","DOWELL","PATRICK CAREY",500,"SALESFORCE",15000,"DOWELL/PATRICK CAREY/SALESFORCE"
"929","DOWELL","PATRICK CAREY",500,"SENTINEL TECHNOLOGIES",124800,"DOWELL/PATRICK CAREY/SENTINEL TECHNOLOGIES"
"930","DOWELL","PATRICK CAREY",500,"SONDER",294000,"DOWELL/PATRICK CAREY/SONDER"
"931","DOWELL","PATRICK CAREY",500,"SSP AMERICA INC",420000,"DOWELL/PATRICK CAREY/SSP AMERICA INC"
"932","DOWELL","PATRICK CAREY",500,"THE GORDIAN GROUP INC",25000,"DOWELL/PATRICK CAREY/THE GORDIAN GROUP INC"
"933","DOWELL","PATRICK CAREY",500,"WISCONSIN ENERGY CORPORATION",273000,"DOWELL/PATRICK CAREY/WISCONSIN ENERGY CORPORATION"
"934","ERVIN","DONALD WILLIAMS",100,"MCDONALD'S CORPORATION",42000,"ERVIN/DONALD WILLIAMS/MCDONALD'S CORPORATION"
"935","ERVIN","DONALD WILLIAMS",100,"UNITED AIRLINES",12500,"ERVIN/DONALD WILLIAMS/UNITED AIRLINES"
"936","ERVIN","JOHN DOERRER",250,"AMERICAN PETROLIUM INSTITUTE",63000,"ERVIN/JOHN DOERRER/AMERICAN PETROLIUM INSTITUTE"
"937","ERVIN","JOHN DOERRER",250,"CHICAGO RETAIL MERCHANTS ASSOC.",42000,"ERVIN/JOHN DOERRER/CHICAGO RETAIL MERCHANTS ASSOC."
"938","ERVIN","JOHN DOERRER",250,"DISTILLED SPIRITS COUNCIL OF UNITED STATES",42000,"ERVIN/JOHN DOERRER/DISTILLED SPIRITS COUNCIL OF UNITED STATES"
"939","ERVIN","JOHN DOERRER",250,"GILBANE BUILDING CO.",10000,"ERVIN/JOHN DOERRER/GILBANE BUILDING CO."
"940","ERVIN","JOHN DOERRER",250,"HEXAGON SI",84000,"ERVIN/JOHN DOERRER/HEXAGON SI"
"941","ERVIN","JOHN DOERRER",250,"LIMEBIKE",18000,"ERVIN/JOHN DOERRER/LIMEBIKE"
"942","ERVIN","JOHN DOERRER",250,"MCDONALD'S CORPORATION",7500,"ERVIN/JOHN DOERRER/MCDONALD'S CORPORATION"
"943","ERVIN","JOHN DOERRER",250,"SHORELINE SIGHTSEEING",31500,"ERVIN/JOHN DOERRER/SHORELINE SIGHTSEEING"
"944","ERVIN","JOHN DOERRER",250,"UNITED AIRLINES",20000,"ERVIN/JOHN DOERRER/UNITED AIRLINES"
"945","ERVIN","JOHN DOERRER",250,"VIA TRANSPORTATION INC",84000,"ERVIN/JOHN DOERRER/VIA TRANSPORTATION INC"
"946","ERVIN","KEVIN WOLFBERG",1000,"CLARK STREET REAL ESATE",76535.42,"ERVIN/KEVIN WOLFBERG/CLARK STREET REAL ESATE"
"947","ERVIN","KEVIN WOLFBERG",1000,"LAKESHORE AUDIOVISUAL INC",2337.5,"ERVIN/KEVIN WOLFBERG/LAKESHORE AUDIOVISUAL INC"
"948","ERVIN","LANGDON NEAL",500,"1318 NORTH  CLEAVER LLC",3400,"ERVIN/LANGDON NEAL/1318 NORTH  CLEAVER LLC"
"949","ERVIN","LANGDON NEAL",500,"1318 NORTH CLEAVER LLC",5475,"ERVIN/LANGDON NEAL/1318 NORTH CLEAVER LLC"
"950","ERVIN","LANGDON NEAL",500,"931 WEST 19 LLC",43850,"ERVIN/LANGDON NEAL/931 WEST 19 LLC"
"951","ERVIN","LANGDON NEAL",500,"A-1 CAR WASH DETAILING",6925,"ERVIN/LANGDON NEAL/A-1 CAR WASH DETAILING"
"952","ERVIN","LANGDON NEAL",500,"ALISA STARKS",9600,"ERVIN/LANGDON NEAL/ALISA STARKS"
"953","ERVIN","LANGDON NEAL",500,"ASCEND REAL ESTATE GROUP LLC",1100,"ERVIN/LANGDON NEAL/ASCEND REAL ESTATE GROUP LLC"
"954","ERVIN","LANGDON NEAL",500,"AVRA PROPERTIES",8400,"ERVIN/LANGDON NEAL/AVRA PROPERTIES"
"955","ERVIN","LANGDON NEAL",500,"BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP",10000,"ERVIN/LANGDON NEAL/BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP"
"956","ERVIN","LANGDON NEAL",500,"CENTURY PLATING COMPANY INC",6000,"ERVIN/LANGDON NEAL/CENTURY PLATING COMPANY INC"
"957","ERVIN","LANGDON NEAL",500,"CHICAGO BOARD OF EDUCATION",341500,"ERVIN/LANGDON NEAL/CHICAGO BOARD OF EDUCATION"
"958","ERVIN","LANGDON NEAL",500,"CHICAGO HOUSING AUTHORITY",21250,"ERVIN/LANGDON NEAL/CHICAGO HOUSING AUTHORITY"
"959","ERVIN","LANGDON NEAL",500,"CHICAGO SOUTHWEST DEVELOPMENT CORPORATION",23000,"ERVIN/LANGDON NEAL/CHICAGO SOUTHWEST DEVELOPMENT CORPORATION"
"960","ERVIN","LANGDON NEAL",500,"COUNTY OF COOK",10500,"ERVIN/LANGDON NEAL/COUNTY OF COOK"
"961","ERVIN","LANGDON NEAL",500,"CRYSTAL PROPERTIES LLC",375,"ERVIN/LANGDON NEAL/CRYSTAL PROPERTIES LLC"
"962","ERVIN","LANGDON NEAL",500,"FARPOINT DEVELOPMENT LLC",10500,"ERVIN/LANGDON NEAL/FARPOINT DEVELOPMENT LLC"
"963","ERVIN","LANGDON NEAL",500,"FRANKLIN PARTNERS",12000,"ERVIN/LANGDON NEAL/FRANKLIN PARTNERS"
"964","ERVIN","LANGDON NEAL",500,"GALACTICA PARTNERS LLC",14100,"ERVIN/LANGDON NEAL/GALACTICA PARTNERS LLC"
"965","ERVIN","LANGDON NEAL",500,"HOUSTON 7979 PARKING LLC",39900,"ERVIN/LANGDON NEAL/HOUSTON 7979 PARKING LLC"
"966","ERVIN","LANGDON NEAL",500,"M.E. OLSON CONSTRUCTION INC",11300,"ERVIN/LANGDON NEAL/M.E. OLSON CONSTRUCTION INC"
"967","ERVIN","LANGDON NEAL",500,"NATIONAL RAILROAD PASSENGER CORP. (AMTRAK)",25500,"ERVIN/LANGDON NEAL/NATIONAL RAILROAD PASSENGER CORP. (AMTRAK)"
"968","ERVIN","LANGDON NEAL",500,"NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)",39500,"ERVIN/LANGDON NEAL/NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)"
"969","ERVIN","LANGDON NEAL",500,"NEW CASTLE PROPERTIES",350,"ERVIN/LANGDON NEAL/NEW CASTLE PROPERTIES"
"970","ERVIN","LANGDON NEAL",500,"NORTHWESTERN MEMORIAL HOSPITAL",15250,"ERVIN/LANGDON NEAL/NORTHWESTERN MEMORIAL HOSPITAL"
"971","ERVIN","LANGDON NEAL",500,"OGDEN COMMONS JV LLC",45197.4,"ERVIN/LANGDON NEAL/OGDEN COMMONS JV LLC"
"972","ERVIN","LANGDON NEAL",500,"PEOPLE READY INC",2500,"ERVIN/LANGDON NEAL/PEOPLE READY INC"
"973","ERVIN","LANGDON NEAL",500,"PINALE ENTERPRISES LLC",46500,"ERVIN/LANGDON NEAL/PINALE ENTERPRISES LLC"
"974","ERVIN","LANGDON NEAL",500,"PUBLIC BUILDING COMMISSION OF CHICAGO",258700,"ERVIN/LANGDON NEAL/PUBLIC BUILDING COMMISSION OF CHICAGO"
"975","ERVIN","LANGDON NEAL",500,"RIVER BEND REAL ESTATE INVESTMENTS LLC",5100,"ERVIN/LANGDON NEAL/RIVER BEND REAL ESTATE INVESTMENTS LLC"
"976","ERVIN","LANGDON NEAL",500,"RUSH UNIVERSITY MEDICAL CENTER",99000,"ERVIN/LANGDON NEAL/RUSH UNIVERSITY MEDICAL CENTER"
"977","ERVIN","LANGDON NEAL",500,"TERRACO INC",250,"ERVIN/LANGDON NEAL/TERRACO INC"
"978","ERVIN","LANGDON NEAL",500,"TERRY PERDUE",500,"ERVIN/LANGDON NEAL/TERRY PERDUE"
"979","ERVIN","LANGDON NEAL",500,"THE BARACK OBAMA FOUNDATION",278000,"ERVIN/LANGDON NEAL/THE BARACK OBAMA FOUNDATION"
"980","ERVIN","LANGDON NEAL",500,"THE JOHN BUCK COMPANY",12750,"ERVIN/LANGDON NEAL/THE JOHN BUCK COMPANY"
"981","ERVIN","LANGDON NEAL",500,"TRIBUNE COMPANY",186500,"ERVIN/LANGDON NEAL/TRIBUNE COMPANY"
"982","ERVIN","LANGDON NEAL",500,"WEXFORD SCIENCE & TECHNOLOGY LLC",30000,"ERVIN/LANGDON NEAL/WEXFORD SCIENCE & TECHNOLOGY LLC"
"983","ERVIN","LANGDON NEAL",500,"XSC 633 SOUTH  LASALLE ACQUISITION LLC",650,"ERVIN/LANGDON NEAL/XSC 633 SOUTH  LASALLE ACQUISITION LLC"
"984","ERVIN","LANGDON NEAL",500,"XSC 633 SOUTH LASALLE ACQUISITION LLC",1300,"ERVIN/LANGDON NEAL/XSC 633 SOUTH LASALLE ACQUISITION LLC"
"985","ERVIN","LEWIS POWELL",100,"METROPOLITAN HOUSING DEVELOPMENT CORPORATION",4000,"ERVIN/LEWIS POWELL/METROPOLITAN HOUSING DEVELOPMENT CORPORATION"
"986","ERVIN","LUIS ANDRADE",500,"ILLINOIS HOSPITAL ASSOCIATION",10000,"ERVIN/LUIS ANDRADE/ILLINOIS HOSPITAL ASSOCIATION"
"987","ERVIN","MICHAEL EZGUR",500,"1200 WEST FULTON MARKET LLC",40000,"ERVIN/MICHAEL EZGUR/1200 WEST FULTON MARKET LLC"
"988","ERVIN","MICHAEL EZGUR",500,"730 RANDOPH LLC",20000,"ERVIN/MICHAEL EZGUR/730 RANDOPH LLC"
"989","ERVIN","MICHAEL EZGUR",500,"808 NORTH WELLS STREET DEVCO LLC",45000,"ERVIN/MICHAEL EZGUR/808 NORTH WELLS STREET DEVCO LLC"
"990","ERVIN","MICHAEL EZGUR",500,"AMLI RESIDENTIAL",25000,"ERVIN/MICHAEL EZGUR/AMLI RESIDENTIAL"
"991","ERVIN","MICHAEL EZGUR",500,"ARO ALTERNATIVES LLC",40000,"ERVIN/MICHAEL EZGUR/ARO ALTERNATIVES LLC"
"992","ERVIN","MICHAEL EZGUR",500,"ATOMIC ENTERTAINMENT LLC",55000,"ERVIN/MICHAEL EZGUR/ATOMIC ENTERTAINMENT LLC"
"993","ERVIN","MICHAEL EZGUR",500,"BAUM REVISION LLC",8000,"ERVIN/MICHAEL EZGUR/BAUM REVISION LLC"
"994","ERVIN","MICHAEL EZGUR",500,"CITY TECHNOLOGY CENTER LLC",13000,"ERVIN/MICHAEL EZGUR/CITY TECHNOLOGY CENTER LLC"
"995","ERVIN","MICHAEL EZGUR",500,"CONTEMPORARY CONCEPTS INC",19000,"ERVIN/MICHAEL EZGUR/CONTEMPORARY CONCEPTS INC"
"996","ERVIN","MICHAEL EZGUR",500,"DDG PARTNERS",8000,"ERVIN/MICHAEL EZGUR/DDG PARTNERS"
"997","ERVIN","MICHAEL EZGUR",500,"FULTON MARKET KITCHEN LLC",88000,"ERVIN/MICHAEL EZGUR/FULTON MARKET KITCHEN LLC"
"998","ERVIN","MICHAEL EZGUR",500,"GUARDIAN COMPANIES LLC",89000,"ERVIN/MICHAEL EZGUR/GUARDIAN COMPANIES LLC"
"999","ERVIN","MICHAEL EZGUR",500,"LG DEVELOPMENT GROUP LLC",117000,"ERVIN/MICHAEL EZGUR/LG DEVELOPMENT GROUP LLC"
"1000","ERVIN","MICHAEL EZGUR",500,"MARC REALTY",25000,"ERVIN/MICHAEL EZGUR/MARC REALTY"
"1001","ERVIN","MICHAEL EZGUR",500,"MO2 PROPERTIES",41000,"ERVIN/MICHAEL EZGUR/MO2 PROPERTIES"
"1002","ERVIN","MICHAEL EZGUR",500,"NEVERMORE VENTURES LLC",20000,"ERVIN/MICHAEL EZGUR/NEVERMORE VENTURES LLC"
"1003","ERVIN","MICHAEL EZGUR",500,"PVJS COMPANY",15000,"ERVIN/MICHAEL EZGUR/PVJS COMPANY"
"1004","ERVIN","MICHAEL EZGUR",500,"SKY RIVER LLC",21000,"ERVIN/MICHAEL EZGUR/SKY RIVER LLC"
"1005","ERVIN","MICHAEL EZGUR",500,"VILLA CAPITAL MANAGERS LLC",24500,"ERVIN/MICHAEL EZGUR/VILLA CAPITAL MANAGERS LLC"
"1006","ERVIN","MICHAEL EZGUR",500,"WORP 601 WNA LLC",117000,"ERVIN/MICHAEL EZGUR/WORP 601 WNA LLC"
"1007","ERVIN","PAUL WILLIAMS",250,"ALTRIA CLIENT SERVICES INC AND ITS AFFILIATES",13333.32,"ERVIN/PAUL WILLIAMS/ALTRIA CLIENT SERVICES INC AND ITS AFFILIATES"
"1008","ERVIN","THOMAS RAINES",3000,"ATRIUM EVENTS LLC",37500,"ERVIN/THOMAS RAINES/ATRIUM EVENTS LLC"
"1009","ERVIN","THOMAS RAINES",3000,"CHICAGO AVENUE HOSPITALITY LLC",21000,"ERVIN/THOMAS RAINES/CHICAGO AVENUE HOSPITALITY LLC"
"1010","ERVIN","THOMAS RAINES",3000,"CHICAGO CUBS BASEBALL CLUB LLC",18000,"ERVIN/THOMAS RAINES/CHICAGO CUBS BASEBALL CLUB LLC"
"1011","ERVIN","THOMAS RAINES",3000,"CS II LLC",3000,"ERVIN/THOMAS RAINES/CS II LLC"
"1012","ERVIN","THOMAS RAINES",3000,"HINDO FAMILY",15000,"ERVIN/THOMAS RAINES/HINDO FAMILY"
"1013","ERVIN","THOMAS RAINES",3000,"HSC PLAZA AND BUILDING OPERATIONS LLC",18000,"ERVIN/THOMAS RAINES/HSC PLAZA AND BUILDING OPERATIONS LLC"
"1014","ERVIN","THOMAS RAINES",3000,"MIDWAY EASY PARK INC",36000,"ERVIN/THOMAS RAINES/MIDWAY EASY PARK INC"
"1015","ERVIN","THOMAS RAINES",3000,"REFINERY 29 INC",60000,"ERVIN/THOMAS RAINES/REFINERY 29 INC"
"1016","ERVIN","THOMAS RAINES",3000,"SOUTH WATER SIGNS LLC",75000,"ERVIN/THOMAS RAINES/SOUTH WATER SIGNS LLC"
"1017","ERVIN","THOMAS RAINES",3000,"WORP/CA 601 NORTH JV. LLC",245000,"ERVIN/THOMAS RAINES/WORP/CA 601 NORTH JV. LLC"
"1018","ERVIN","TYLER MANIC",250,"1241 W ERIE LLC",3475,"ERVIN/TYLER MANIC/1241 W ERIE LLC"
"1019","ERVIN","TYLER MANIC",250,"1241 WEST ERIE LLC",6950,"ERVIN/TYLER MANIC/1241 WEST ERIE LLC"
"1020","ERVIN","TYLER MANIC",250,"1460 CORTEZ LLC",5450,"ERVIN/TYLER MANIC/1460 CORTEZ LLC"
"1021","ERVIN","TYLER MANIC",250,"1754 NORTH  TROY LLC",3130,"ERVIN/TYLER MANIC/1754 NORTH  TROY LLC"
"1022","ERVIN","TYLER MANIC",250,"2930 N LAKEWOOD PARTNERS LLC",4475,"ERVIN/TYLER MANIC/2930 N LAKEWOOD PARTNERS LLC"
"1023","ERVIN","TYLER MANIC",250,"2930 NORTH LAKEWOOD PARTNERS LLC",525,"ERVIN/TYLER MANIC/2930 NORTH LAKEWOOD PARTNERS LLC"
"1024","ERVIN","TYLER MANIC",250,"3701 W DIVERSEY LLC",2175,"ERVIN/TYLER MANIC/3701 W DIVERSEY LLC"
"1025","ERVIN","TYLER MANIC",250,"3701 WEST DIVERSEY LLC",4350,"ERVIN/TYLER MANIC/3701 WEST DIVERSEY LLC"
"1026","ERVIN","TYLER MANIC",250,"AECM LLC",13142.75,"ERVIN/TYLER MANIC/AECM LLC"
"1027","ERVIN","TYLER MANIC",250,"AMOS FINANCIAL",4000,"ERVIN/TYLER MANIC/AMOS FINANCIAL"
"1028","ERVIN","TYLER MANIC",250,"CHICAGO URBAN RENEWAL PARTNERS LLC",4886.84,"ERVIN/TYLER MANIC/CHICAGO URBAN RENEWAL PARTNERS LLC"
"1029","ERVIN","TYLER MANIC",250,"COMPASS REAL ESTATE",1000,"ERVIN/TYLER MANIC/COMPASS REAL ESTATE"
"1030","ERVIN","TYLER MANIC",250,"HONORE HOLDINGS LLC",11539.39,"ERVIN/TYLER MANIC/HONORE HOLDINGS LLC"
"1031","ERVIN","TYLER MANIC",250,"JACK TUSK",4112.5,"ERVIN/TYLER MANIC/JACK TUSK"
"1032","ERVIN","TYLER MANIC",250,"JAMES ENGEL",6575,"ERVIN/TYLER MANIC/JAMES ENGEL"
"1033","ERVIN","TYLER MANIC",250,"JEREMY MANN",875,"ERVIN/TYLER MANIC/JEREMY MANN"
"1034","ERVIN","TYLER MANIC",250,"JIM DEROGATIS",42113,"ERVIN/TYLER MANIC/JIM DEROGATIS"
"1035","ERVIN","TYLER MANIC",250,"JOE ZIVKOVIC",1275,"ERVIN/TYLER MANIC/JOE ZIVKOVIC"
"1036","ERVIN","TYLER MANIC",250,"JUSTIN FISHMAN",737.5,"ERVIN/TYLER MANIC/JUSTIN FISHMAN"
"1037","ERVIN","TYLER MANIC",250,"LOCATION FINDERS INTERNATIONAL INC",9748.75,"ERVIN/TYLER MANIC/LOCATION FINDERS INTERNATIONAL INC"
"1038","ERVIN","TYLER MANIC",250,"LOTUS POINT PROPERTIES LLC",175,"ERVIN/TYLER MANIC/LOTUS POINT PROPERTIES LLC"
"1039","ERVIN","TYLER MANIC",250,"MAJENA INC",8275.5,"ERVIN/TYLER MANIC/MAJENA INC"
"1040","ERVIN","TYLER MANIC",250,"MIDWAY ASSETS LLC",6599,"ERVIN/TYLER MANIC/MIDWAY ASSETS LLC"
"1041","ERVIN","TYLER MANIC",250,"NOVAK CONSTRUCTION COMPANY",1050,"ERVIN/TYLER MANIC/NOVAK CONSTRUCTION COMPANY"
"1042","ERVIN","TYLER MANIC",250,"PIONEER AQUISITIONS",18887.5,"ERVIN/TYLER MANIC/PIONEER AQUISITIONS"
"1043","ERVIN","TYLER MANIC",250,"PLANK ROAD LLC",1987.5,"ERVIN/TYLER MANIC/PLANK ROAD LLC"
"1044","ERVIN","TYLER MANIC",250,"QUMBYA HOUSING COOPERATIVE",3050,"ERVIN/TYLER MANIC/QUMBYA HOUSING COOPERATIVE"
"1045","ERVIN","TYLER MANIC",250,"RANY MANAGEMENT LLC",500,"ERVIN/TYLER MANIC/RANY MANAGEMENT LLC"
"1046","ERVIN","TYLER MANIC",250,"SAFFRON CAPITAL PARTNERS LLC",1050,"ERVIN/TYLER MANIC/SAFFRON CAPITAL PARTNERS LLC"
"1047","ERVIN","TYLER MANIC",250,"SRD DEVELOPMENT LLC",12400,"ERVIN/TYLER MANIC/SRD DEVELOPMENT LLC"
"1048","ERVIN","TYLER MANIC",250,"TRI HOMES TODAY LLC",4861.84,"ERVIN/TYLER MANIC/TRI HOMES TODAY LLC"
"1049","ERVIN","TYLER MANIC",250,"VENTUS HOLDINGS LLC",12350,"ERVIN/TYLER MANIC/VENTUS HOLDINGS LLC"
"1050","ERVIN","TYLER MANIC",250,"WINDY CITY REAL ESTATE LLC",1250,"ERVIN/TYLER MANIC/WINDY CITY REAL ESTATE LLC"
"1051","FOULKES","GERY CHICO",500,"ACCURATE GROUP INC",2812.5,"FOULKES/GERY CHICO/ACCURATE GROUP INC"
"1052","FOULKES","GERY CHICO",500,"CSX TRANSPORTATION INC",1275,"FOULKES/GERY CHICO/CSX TRANSPORTATION INC"
"1053","FOULKES","GERY CHICO",500,"LODGE MANAGEMENT GROUP",1710,"FOULKES/GERY CHICO/LODGE MANAGEMENT GROUP"
"1054","FOULKES","GERY CHICO",500,"MILLER-VALENTINE GROUP",3735,"FOULKES/GERY CHICO/MILLER-VALENTINE GROUP"
"1055","FOULKES","GERY CHICO",500,"NOBLE NETWORK OF CHARTER SCHOOLS",4725,"FOULKES/GERY CHICO/NOBLE NETWORK OF CHARTER SCHOOLS"
"1056","FOULKES","GERY CHICO",500,"REPUBLIC SERVICES INC",1863,"FOULKES/GERY CHICO/REPUBLIC SERVICES INC"
"1057","FOULKES","GERY CHICO",500,"SINAI HEALTH SYSTEM",675,"FOULKES/GERY CHICO/SINAI HEALTH SYSTEM"
"1058","FOULKES","GERY CHICO",500,"SOLOMON CORDWELL BUENZ",318.75,"FOULKES/GERY CHICO/SOLOMON CORDWELL BUENZ"
"1059","FOULKES","GERY CHICO",500,"SPIRIT AIRLINES",1185,"FOULKES/GERY CHICO/SPIRIT AIRLINES"
"1060","FOULKES","JOHN DUNN",250,"APPLE INC",198000,"FOULKES/JOHN DUNN/APPLE INC"
"1061","FOULKES","JOHN DUNN",250,"ASIAN HUMAN SERVICES",10000,"FOULKES/JOHN DUNN/ASIAN HUMAN SERVICES"
"1062","FOULKES","JOHN DUNN",250,"CHINESE AMERICAN SERVICE LEAGUE",6000,"FOULKES/JOHN DUNN/CHINESE AMERICAN SERVICE LEAGUE"
"1063","FOULKES","JOHN DUNN",250,"DELTA AIR LINES",231000,"FOULKES/JOHN DUNN/DELTA AIR LINES"
"1064","FOULKES","JOHN DUNN",250,"DIAGEO NA",110000,"FOULKES/JOHN DUNN/DIAGEO NA"
"1065","FOULKES","JOHN DUNN",250,"GRAFFITI RESOURCE COUNCIL",15000,"FOULKES/JOHN DUNN/GRAFFITI RESOURCE COUNCIL"
"1066","FOULKES","JOHN DUNN",250,"HERTZ GLOBAL",247500,"FOULKES/JOHN DUNN/HERTZ GLOBAL"
"1067","FOULKES","JOHN DUNN",250,"HORIZON PHARMA USA INC",247500,"FOULKES/JOHN DUNN/HORIZON PHARMA USA INC"
"1068","FOULKES","JOHN DUNN",250,"HUDSON GROUP",290000,"FOULKES/JOHN DUNN/HUDSON GROUP"
"1069","FOULKES","JOHN DUNN",250,"LIMEBIKE",78000,"FOULKES/JOHN DUNN/LIMEBIKE"
"1070","FOULKES","JOHN DUNN",250,"LYFT",529500,"FOULKES/JOHN DUNN/LYFT"
"1071","FOULKES","JOHN DUNN",250,"MIDWEST BUS & MOTORCOACH ASSOCIATION",60000,"FOULKES/JOHN DUNN/MIDWEST BUS & MOTORCOACH ASSOCIATION"
"1072","FOULKES","JOHN DUNN",250,"NORTH HIGHLAND",90000,"FOULKES/JOHN DUNN/NORTH HIGHLAND"
"1073","FOULKES","JOHN DUNN",250,"PEOPLES GAS LIGHT AND COKE CO.",214500,"FOULKES/JOHN DUNN/PEOPLES GAS LIGHT AND COKE CO."
"1074","FOULKES","JOHN DUNN",250,"PNC BANK",165000,"FOULKES/JOHN DUNN/PNC BANK"
"1075","FOULKES","JOHN DUNN",250,"SENTINEL TECHNOLOGIES",88800,"FOULKES/JOHN DUNN/SENTINEL TECHNOLOGIES"
"1076","FOULKES","JOHN DUNN",250,"SONDER",231000,"FOULKES/JOHN DUNN/SONDER"
"1077","FOULKES","JOHN DUNN",250,"SSP AMERICA INC",330000,"FOULKES/JOHN DUNN/SSP AMERICA INC"
"1078","FOULKES","JOHN DUNN",250,"THE GORDIAN GROUP INC",115000,"FOULKES/JOHN DUNN/THE GORDIAN GROUP INC"
"1079","FOULKES","LUIS ANDRADE",500,"ILLINOIS HOSPITAL ASSOCIATION",10000,"FOULKES/LUIS ANDRADE/ILLINOIS HOSPITAL ASSOCIATION"
"1080","FOULKES","THOMAS MURPHY",250,"CITYBASE LLC",55000,"FOULKES/THOMAS MURPHY/CITYBASE LLC"
"1081","FOULKES","THOMAS MURPHY",250,"FGP ATELIER",12000,"FOULKES/THOMAS MURPHY/FGP ATELIER"
"1082","FOULKES","THOMAS MURPHY",250,"MILLERCOORS LLC",60000,"FOULKES/THOMAS MURPHY/MILLERCOORS LLC"
"1083","FOULKES","THOMAS MURPHY",250,"NORFOLK SOUTHERN CORPORATION",108000,"FOULKES/THOMAS MURPHY/NORFOLK SOUTHERN CORPORATION"
"1084","FOULKES","THOMAS MURPHY",250,"NORTHWESTERN MEMORIAL HOSPITAL",28000,"FOULKES/THOMAS MURPHY/NORTHWESTERN MEMORIAL HOSPITAL"
"1085","FOULKES","THOMAS MURPHY",250,"RCN TELECOM SERVICES OF IL",31500,"FOULKES/THOMAS MURPHY/RCN TELECOM SERVICES OF IL"
"1086","FOULKES","THOMAS MURPHY",250,"SP PLUS CORPORATION",270000,"FOULKES/THOMAS MURPHY/SP PLUS CORPORATION"
"1087","FOULKES","THOMAS MURPHY",250,"WALGREENS",90000,"FOULKES/THOMAS MURPHY/WALGREENS"
"1088","HAIRSTON","DANIELLE CASSEL",250,"1600 EAST 53RD STREET LLC",4500,"HAIRSTON/DANIELLE CASSEL/1600 EAST 53RD STREET LLC"
"1089","HAIRSTON","DANIELLE CASSEL",250,"1644 EAST 53RD LLC",4500,"HAIRSTON/DANIELLE CASSEL/1644 EAST 53RD LLC"
