Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2016,13761,Lakeview Strategy Group,601 S. California Ave.,,Chicago,IL,60612,United States,3122264590,7733461221,01/11/2016,Y
2016,4603,"Cabrera Capital Markets, LLC","10 S. LaSalle, Ste. 1050",,Chicago,IL,60603,United States,312-236-8888,312-236-8936,,Y
2016,10145,Frank Olivo,12033 S. 72nd Court,,Palos Heights,IL,60463,United States,312-406-6060,,01/13/2014,Y
2016,4212,Robert Repel,737 W. Washington Ste. 2010,,Chicago,IL,60661,United States,312-993-2820,312-993-2821,,Y
2016,13804,Illinois Restaurant Association,"33 W Monroe, Ste. 250",,Chicago,IL,60603,United States,312-380-4110,,01/12/2016,Y
2016,10183,Taft Stettinius & Hollister LLP,111 E. Wacker Drive,Suite 2800,Chicago,IL,60601,United States,(312) 527-4000,(312) 527-4011,01/14/2014,Y
2016,13805,Illinois Restaurant Association,"33 W Monroe, Ste. 250",,Chicago,IL,60603,United States,312-380-4110,,01/12/2016,Y
2016,4138,Chicago Teachers Union,"222 Merchandise Mart Plaza, Ste. 400",,Chicago,IL,60654,United States,312-329-9100,312-329-6200,,Y
2016,13802,"Lawrence J. Suffredin, Jr.","111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-836-4120,312-527-2012,01/12/2016,Y
2016,13803,Illinois Restaurant Association,"33 W Monroe, Ste. 250",,Chicago,IL,60603,United States,312-380-4110,,01/12/2016,Y
2016,7021,Michael Alvarez,351 W Hubbard,Ste. 405,Chicago,IL,60654,United States,847-791-4105,,01/08/2013,Y
2016,10061,"Capitol Consulting Group Illinois, LLC",1 Oakbrook Terrace,#802,Oakbrook Terrace,IL,60181,United States,630-916-7400,630-916-7900,01/09/2014,Y
2016,13801,Lawrence Suffredin,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,3128364120,3125272012,01/12/2016,Y
2016,4191,Kaizen Inc,1705 N. Rutherford,,Chicago,IL,60707,United States,312-752-7972,,,Y
2016,7081,"Fletcher, O'Brien, Kasper & Nottage, P.C.","222 N. LaSalle St., Suite 300",,Chicago,IL,60601,United States,(312) 704-3297,(312) 368-4944,01/09/2013,Y
2016,4822,ComEd,"440 S. LaSalle, Suite 3300",,Chicago,IL,60605,United States,312-394-3404,312-394-3759,,Y
2016,4519,"Thomas J. Murphy, P.C.","111 W. Washington St., Ste. 1920",,Chicago,Il,60602,United States,312-750-9260,312-750-9273,,Y
2016,12082,"Siebert Brandford Shank & Co., L.L.C.","111 East Wacker Drive, Suite 2605",,Chicago,IL,60601,United States,312-759-0400,,01/15/2015,Y
2016,13847,"Bank of America, NA",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-387-1709,,01/13/2016,Y
2016,13845,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-387-1709,,01/13/2016,Y
2016,12109,Fisher Cohen Waldman Shapiro LLP,1247 Waukegan Rd,Ste. 100,Glenview,IL,60025,United States,224-260-3000,224-260-3089,01/22/2015,Y
2016,10761,Krieg DeVault LLP,30 North LaSalle Suite 2800,,Chicago,IL,60602,United States,312.800.4003,312.423.9303,03/17/2014,Y
2016,13842,Jan Starr,500 N Michigan Ave,Suite 600,Chicago,IL,60611,United States,312-371-1102,,01/13/2016,Y
2016,13846,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-387-1709,,01/13/2016,Y
,13841,Jan Starr,500 N Michigan Ave,Suite 600,Chicago,IL,60611,United States,312-371-1102,,01/13/2016,Y
2016,13822,"Dixon and Company, Inc.",1841 S CALUMET AVE,#801,Chicago,IL,60616,United States,312-218-3840,,01/13/2016,Y
2016,13821,U.S. Bank National Association,800 Nicollet Mall,,Minneapolis,MN,55402,United States,612-303-9082,,01/13/2016,Y
2016,4716,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270,,Y
2016,13001,"Xerox Business Services, LLC","1800 M Street, NW","North Tower, 5th Floor",Washington,DC,20036,United States,202-962-7849,202-414-1217,07/20/2015,Y
2016,6944,Jay D. Doherty & Associates,210 E. Pearson Street,#9B,Chicago,IL,60611,United States,312-932-0338,312-654-0671,01/04/2013,Y
2016,13848,"Bank of America, NA",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-387-1709,,01/13/2016,Y
2016,13843,Emso Asset Management US LLC,680 Fifth Ave.,Suite 1802,New York,NY,10019,United States,212-307-8903,,01/13/2016,Y
2016,10003,SEIU Healthcare Illinois,2229 S. Halsted St.,,Chicago,IL,60608,United States,3129809000,3129398256,01/06/2014,Y
2016,12062,"Foster Interstate Media, Inc.","1111 Broadway, Suite 1515",,Oakland,CA,94607,United States,510-832-7070,510-832-7071,01/09/2015,Y
2016,12741,Illinois Manufacturers' Association,220 E Adams,,Springfield,IL,62701,United States,217-522-1240,,06/22/2015,Y
2016,13844,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-387-1709,,01/13/2016,Y
2016,13884,Illinois Hospital Association,1151 East Warrenville Road,PO Box 3015,Naperville,IL,60566,United States,2175411150,,01/14/2016,Y
2016,10063,Motorola Solutions,224 South Michigan Ave,7th FL,Chicago,IL,60604,United States,708-785-8298,,01/09/2014,Y
2016,13861,Siemens,20 S. Clark Street,,Chicago,IL,60603,United States,312-520-0010,,01/14/2016,Y
2016,4403,"Ansaldo STS USA, Inc",1000 Technology Dr,,Pittsburgh,PA,15219,United States,412-688-2400,412-688-2399,,Y
,13881,CivicSmart,316 N. Milwaukee St,Ste 202,Milwaukee,WI,53202,United States,414-877-5481,,01/14/2016,Y
2016,13885,Duncan Parking Technologies,316 N. Milwaukee St,Ste 202,Milwaukee,WI,53202,United States,414-877-5481,,01/14/2016,Y
,13882,"Uber Technologies, Inc.",1455 Market Street,4th Floor,San Francisco,CA,94103,United States,4156379373,,01/14/2016,Y
2016,12921,G&R Public Law and Strategies,"20 South Clark Street, Suite 1620",,Chicago,IL,60603,United States,3125085589,,07/07/2015,Y
2016,12069,NRG Energy Inc,529  E. 135th Street,,Romeoville,IL,60446,United States,312 343 1794,,01/14/2015,Y
2016,13883,"Uber Technologies, Inc.",1455 Market Street,4th Floor,San Francisco,CA,94103,United States,415-637-9373,,01/14/2016,Y
2016,4542,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262,,Y
2016,4218,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262,,Y
2016,4738,"Illinois Governmental Consulting Group, LLC","500 N. Dearborn, #1030",,Chicago,IL,60610,United States,312-755-9000,312-755-9022,,Y
2016,6942,Kohlberg Kravis Roberts & Co. L.P.,9 west 57th St.,,New York,NY,10019,United States,212-750-8300,212-750-0003,01/04/2013,Y
2016,4398,Northwestern Memorial Hospital,211 E. Ontario #1750,,Chicago,IL,60611,United States,312-926-9940,312-926-0370,,Y
2016,7551,"Government Consulting Services of Illinois, LLC",70 W.Madison St,Suite 1600,Chicago,IL,60602,United States,312-927-8840,312-696-4225,01/21/2013,Y
2016,12083,"Acacia Financial Group, Inc.",601 Route 73 North,Suite 206,Marlton,NJ,08053,United States,8562342266,,01/16/2015,Y
2016,8301,"JCDecaux Chicago, LLC","3 Park Avenue, 33rd Floor",,NY,NY,10016,United States,646-834-1200,,04/22/2013,Y
2016,13901,George K. Baum& Company,1 n. la salle,,chicago,IL,60602,United States,312-641-3611,312-641-3625,01/15/2016,Y
2016,5561,"Urban Risk Management and Consulting Services, Inc.",PO Box 167311,,Chicago,IL,60616,United States,9999999999,,07/25/2012,Y
2016,4774,ComEd,"440 LaSalle, Ste. 3300",,Chicago,IL,60605,United States,312-394-7551,,,Y
2016,6881,george K. baum & company,1 N. La Salle St,suite 1725,chicago,IL,60602,United States,312-641-3611,312-641-3625,01/02/2013,Y
2016,13902,"Teska Associates, Inc.",627 Grove St,,Evanston,IL,60201,United States,8478692015,,01/15/2016,Y
2016,4495,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,,,Y
2016,8581,Rush Street Gaming LLC,900 N Michigan Ave,Ste. 900,Chicago,IL,60611,United States,312-915-1001,312-915-1037,06/10/2013,Y
2016,4659,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,,,Y
2016,7348,George K. Baum & Co.,"1 N. LaSalle St., Ste 1725",,Chicago,IL,60602,United States,312-641-3611,312-641-3625,01/15/2013,Y
2016,4804,Goldman & Grant,205 W. Randolph St.,,Chicago,IL,60606,United States,312-781-8700,312-781-1177,,Y
2016,4356,Freeborn & Peters LLP,"311 S. Wacker Dr., Ste. 3000",,Chicago,IL,60606,United States,312-360-6000,312-360-6520,,Y
2016,10270,"Chicago Cubs Baseball Club, LLC",1060 W. Addison St.,,Chicago,IL,60613,United States,773-404-4036,773-404-4158,01/17/2014,Y
2016,6442,Morgan Stanley & Co.  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,,10/21/2012,Y
2016,10241,Morgan Stanley & Co.  LLC,1585 Broadway,,New York,NY,10036,United States,(212) 761-4000,,01/16/2014,Y
2016,4261,Nicolay & Dart LLC,"33 N. Dearborn St., Ste. 2200",,Chicago,IL,60602,United States,312-701-0221,312-658-0464,,Y
2016,13944,Rolando Acosta,2949 W Gregory St,,Chicago,IL,60625,United States,312-636-6937,,01/18/2016,Y
,12074,Shedd Aquarium,1200 S. Lake Shore Drive,,chicago,IL,60610,United States,7739194240,,01/14/2015,Y
2016,4430,"Applegate & Thorne-Thomsen, PC","626 W. Jackson Blvd., Ste. 400",,Chicago,IL,60661,United States,312-491-4400,312-491-4411,,Y
2016,12861,Salesforce,"c/o 2350 Kerner Blvd., Ste. 250",,San Rafael,CA,94901,United States,4153896800,4153886874,07/01/2015,Y
2016,7822,"Temco Machinery, Inc.",1401 N. Farnsworth Avenue,,Aurora,IL,60505,United States,630-978-5151,,02/05/2013,Y
2016,13941,"Laube Consulting Group, LLC",200 S. Wacker Dr.,Suite 3100,Chicago,IL,60606,United States,312 674 4537,312 275 7474,01/18/2016,Y
2016,13942,Jefferies LLC,"520 Madison Avenue, 4th Floor",,New York,NY,10022,United States,212-336-7270,212-909-9920,01/18/2016,Y
2016,9401,Ernst & Young LLP,155 North Wacker Drive,,Chicago,IL,60606,United States,312-879-2000,,09/18/2013,Y
2016,4858,"Gold Coast Tickets, Ltd.",908 W. Madison,,Chicago,IL,60607,United States,312-644-6446,312-644-1426,,Y
2016,13945,Michael Ezgur,1030 W. Chicago Ave.,,Chicago,IL,60642,United States,3123273350,3123273315,01/18/2016,Y
2016,10961,"Government Navigation Group, Inc","213 W Institute Place, Suite 404",,Chicago,IL,60610,United States,312-654-3000,312-654-3003,04/06/2014,Y
,13946,Carol Ronen,6033 N. Sheridan Rd,,Chicago,IL,60660,United States,773-919-4240,,01/18/2016,Y
2016,7552,"Dykema Gossett, PLLC",10 South Wacker Drive,Suite 2300,Chicago,IL,60606,United States,(312) 627-8325,,01/21/2013,Y
2016,13943,Building Owners and Managers Association of Chicago,115 S. LaSalle,Suite 2300,Chicago,IL,60603,United States,(312) 870-9611,,01/18/2016,Y
2016,12068,John Moore,"135 S. LaSalle, Ste 3300",,Chicago,IL,60603,United States,312-419-1140,312-419-1150,01/12/2015,Y
2016,12107,Silver Law Office PC,1700 W Irving Park Road,Suite 102,Chicago,IL,60613,United States,7738329550,773-832-9552,01/22/2015,Y
2016,13955,M and J Consultants LLC.,1829 N Milwaukee Ave,,Chicago,IL,60647,United States,773-457-0157,,01/19/2016,Y
2016,13949,William Griffin Ltd.,2124 N. Cleveland Ave.,,Chicago,IL,60614,United States,312-222-1500,,01/19/2016,Y
2016,13957,JP Morgan Chase & Co,10 S. Dearborn,IL1-0013,Chicago,IL,60603,United States,312-732-1897,,01/19/2016,Y
2016,13321,Troutman & Dams LLC,2211 N Elston,Suite 304,Chicago,IL,60614,United States,312-441-0344,312-488-3679,10/19/2015,Y
2016,13961,"UNITEHERE, Local 1","218 S. Wabash, 7th Floor",,chicago,IL,606o4,United States,312-663-4373 xt 227,312-986-3828,01/20/2016,Y
2016,9101,"The Maytag Group, LLC.",3701 N. Kedzie,,Chicago,IL,60618,United States,773-478-2707,,08/02/2013,Y
2016,6621,Comcast,1255 W. North Avenue,,Chicago,IL,60642,United States,773-394-8767,847-391-8681,11/07/2012,Y
2016,4384,Thompson Coburn LLP,55 E Monroe - 37th Floor,,Chicago,IL,60603,United States,312-580-2228,312-580-2201,,Y
2016,13951,Baker Hosteter,"1050 Connecticut Avenue, N.W.",Suite 1100,Washington,DC,20036,United States,202/861-1500,,01/19/2016,Y
2016,13958,"J.P. Morgan Securities, LLC","1125 17th St., Flr 2",CO1-9527,Denver,CO,80202,United States,303-244-3388,,01/19/2016,Y
2016,4783,"JPMorgan Chase Bank, NA",10 S. Dearborn,,Chicago,IL,60603,United States,312-732-6932,312-732-7005,,Y
2016,7727,JP Morgan Chase & Co,10 S. Dearborn,16th Flr - IL,Chicago,IL,60603,United States,312-732-1897,312-732-7542,01/29/2013,Y
2016,10281,J.P. Morgan Securities LLC,10 S. Dearborn,Floor 13,Chicago,IL,60603,United States,312-385-8485,312-794-7378,01/17/2014,Y
2016,13954,M and J Consultants LLC.,1829 N Milwaukee Ave.,,Chicago,IL,60647,United States,773-457-0157,,01/19/2016,Y
2016,13962,"Infrastructure Engineering,  Inc.",33 West Monroe Street,Suie 1540,Chicago,IL,60603,United States,312-960-1239,312-425-9564,01/20/2016,Y
2016,4885,William Blair and Co.,222 W. Adams St.,,Chicago,IL,60606,United States,312-236-1600,312-236-0174,,Y
2016,12099,Sidley Austin LLP,One South Dearborn,,Chicago,IL,60603,United States,3128534091,3128537036,01/20/2015,Y
2016,6988,Daley and Georges Ltd.,20 South Clark Street,Suite 400,Chicago,IL,60603,United States,312-726-8797,312-726-8819,01/07/2013,Y
2016,6641,Fidelity Consulting Group LLC,120 W Madison St.,Ste. 1406,Chicago,IL,60602,United States,312-332-5311,312-332-5311,11/14/2012,Y
2016,13948,"Gayles and Associates, Inc.",1507 E. 53rd Street,Ste 828,Chicago,IL,60615,United States,312-285-8982,,01/19/2016,Y
2016,7321,"Chicago Beverage Systems, L.L.C.",441 N. Killbourn Avenue,,Chicago,IL,60624,United States,(773) 826-4100,,01/15/2013,Y
2016,4443,Reyes Kurson,"600 W. Van Buren, Ste. 909",,Chicago,IL,60607,United States,312-332-0055,,,Y
2016,13953,SEIU Health Care IL/IN,2229 s. Halsted St.,,Chicago,IL,60608,United States,312-980-9000,,01/19/2016,Y
2016,4274,Comcast,1255 W. North Ave,,Chicago,IL,60622,United States,773-394-8765,773-394-8769,,Y
2016,11881,BP Corporation North America Inc.,"1101 New York Avenue, NW",Suite 700,Washington,DC,20005,United States,(202) 347-8552,(202) 457-6597,12/01/2014,Y
2016,12162,Nixon Peabody LLP,"70 W. Madison, Ste. 3500",,Chicago,IL,60602,United States,312-977-4400,312-977-4405,02/05/2015,Y
,13921,Lindsey Gayles,1507 E. 53rd Street,Ste 828,Chicago,IL,60615,United States,312-285-8982,,01/16/2016,Y
2016,8044,Baker Hostetler,1050 Connecticut Ave,Suite 1100,Washington,DC,20036,United States,2028611500,,03/15/2013,Y
2016,7522,Citigroup Global Markets Inc.,388 Greenwich Street,,New York,NY,10013,United States,212-816-6000,212-723-8939,01/18/2013,Y
2016,4325,Carol Ronen,6033 N. Sheridan Rd,,Chicago,IL,60660,United States,773-919-4240,,,Y
2016,4134,"ALL-CIRCO, Inc.","670 N. Clark St., 4th Flr",,Chicago,IL,60654,United States,312-344-2791,312-277-3939,,Y
2016,13947,BP Corporation North America Inc.,"1101 New York Avenue, NW",,Washington,DC,20005,United States,202-346-8552,,01/19/2016,Y
,13952,SEIU Health Care IL/IN,2229 s. Halsted St.,,Chicago,IL,60608,United States,312-980-9000,,01/19/2016,Y
2016,4711,Reyes Kurson,"600 W. Van Buren, Ste. 909",,Chicago,IL,60607,United States,312-332-0055,,,Y
,13956,M and J Comsultants LLC.,1829 N Milwaukee Ave,,Chicago,IL,60647,United States,773-457-0157,,01/19/2016,Y
2016,4652,Chicagoland Apartment Association,"557 W. Randolph St., 2nd Flr",,Chicago,IL,60661,United States,312-207-1890,312-207-189,,Y
2016,7547,Saab Sensis Corporation,85 Collamer Crossing,,East Syracuse,NY,13031,United States,315-445-0550,315-446-2209,01/21/2013,Y
2016,13950,McGuireWoods Consulting,"77 W Wacker, Suite 4100",,Chicago,IL,60601,United States,312.849.8100,,01/19/2016,Y
2016,13161,Bank of America Corporation,1100 North King Street,DE5-001-02-07,Wilmington,DE,19884,United States,302.432.0956,980.819.3025,08/12/2015,Y
2016,10187,Sears Holdings Corp.,3333 Beverly Rd.,B6-338A,Hoffman Estates,IL,60179,United States,8472861535,,01/14/2014,Y
2016,13965,Troutman & Dams LLC,2211 N. Elston,Suite 304,Chicago,IL,60614,United States,312-441-0343,,01/20/2016,Y
2016,10065,"Hoogendoorn & Talbot, LLP",122 South Michigan Avenue,Suite 1220,Chicago,IL,60603-6263,United States,312-513-7524,312-786-0708,01/09/2014,Y
2016,13969,"Urban Strategies, Inc.",212 W. Washington St.,Suite 1904,Chicago,IL,60606,United States,3127261400,3127261405,01/20/2016,Y
2016,4320,AFSCME Council 31,"205 N. Michigan Ave., Ste. 2100",,Chicago,IL,60601,United States,312-641-6060,312-861-1672,,Y
2016,12100,"Rory Group, LLC.",212 W. Washington St.,Suite 1904,Chicago,IL,60606,United States,312-726-1400,312-726-1405,01/20/2015,Y
2016,4489,LAZ Parking,33 W. Monroe,,Chicago,IL,60601,United States,312-577-7985,,,Y
2016,6541,"Johnson Research Group, Inc.",343 S. Dearborn,#404,Chicago,IL,60604,United States,312.235.0130,,10/29/2012,Y
2016,5801,"Citibank, N.A.",388 Greenwich St.,22nd Floor,New York,NY,10013,United States,(212) 816-3656,,08/24/2012,Y
2016,10206,Hospitality Business Association of Chicago,3023 N Clark Street,#276,Chicago,IL,60657,United States,312-494-5880,312-264-0856,01/15/2014,Y
2016,13967,"Alexander, Borovicka & O'Shea Government Solutions",230 W. Monroe St.,Suite 2221,Chicago,IL,60606,United States,3127597505,,01/20/2016,Y
2016,10208,"Conlon & Dunn Public Strategies, Inc","1 East Wacker Drive, Suite 500",,Chicago,IL,60601,United States,312-855-8500,312-855-0488,01/15/2014,Y
2016,5141,Riley Public Affairs,625 Carpenter Ave,,Oak Park,IL,60304,United States,773-551-4335,773-289-0887,06/13/2012,Y
2016,4746,"Airport Management Services, LLC","One Meadowlands Plaza, 9th Flr",,East Rutherford,NJ,07073,United States,201-939-5050,201-729-1324,,Y
2016,4340,PNC Capital Markets LLC,249 Fifth Ave.,,Pittsburgh,PA,15222,United States,412-768-4363,,,Y
2016,11721,PLS Financial Services Inc,1 South Wacker Dr.,36th Flr,Chicago,IL,60606,United States,312-300-6343,,10/20/2014,Y
2016,6301,"PNC Bank, National Association",249 Fifth Ave.,,Pittsburgh,PA,15222,United States,312-338-2295,312-338-8129,10/10/2012,Y
,13963,JCDeaux SA,"17 rue Soyer,",,Neuilly,AL,00000,United States,207 298 8002,,01/20/2016,Y
2016,9321,Kutak Rock LLP,One S. Wacker Drive,Suite 2050,Chicago,IL,60606,United States,(312) 602-4100,,09/12/2013,Y
2016,12103,"KeyBanc Capital Markets, Inc",127 Public Square,,Cleveland,OH,44114,United States,216-689-4208,,01/20/2015,Y
2016,4781,Mayer Brown LLP,71 S. Wacker Dr.,,Chicago,IL,60606,United States,312-701-0600,312-701-7711,,Y
2016,13964,Paul Colgan,123 Danada Square E 111,,Wheaton,IL,60189,United States,312-259-9114,,01/20/2016,Y
2016,12301,"Estrada Hinojosa & Company, Inc",1717 Main St.,"Ste. 4700, LB 47",Dallas,TX,75201,United States,214-658-1670,214-658-1671,03/17/2015,Y
2016,5504,"PNC Bank, National Association",1 N Franklin St,,Chicago,IL,60606,United States,312-338-2235,,07/13/2012,Y
2016,11921,Kathy Brown,400 N McClurg Ct.,Unit 2616,Chicago,IL,60611,United States,773-339-4987,805-309-3720,12/04/2014,Y
2016,4143,JCDecaux SA,"17, Rue Soyer  Neuilly S/Seine  France  F-92200",,Neuilly,FR,00000,United States,207-298-8001,208-326-783,,Y
2016,13968,"Samuel A. Ramirez & Co., Inc.","200 N. LaSalle St., Ste. 1900",,Chicago,IL,60601,United States,312-630-2002,312-630-2005,01/20/2016,Y
2016,6381,DAN SHOMON INC.,33 W. Monroe,Suite 1050,Chicago,IL,60633,United States,3127627490,312.276.8950,10/18/2012,Y
2016,13982,Howard Piggee,220 North Green Street,,Chicago,IL,60607,United States,7084458061,3127894440,01/20/2016,Y
2016,13983,"UNITEHERE, Local 1","218 S. Wabash, 7th Floor",,chicago,IL,60625,United States,312-296-5691,312-986-3828,01/20/2016,Y
2016,7561,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60654,United States,312-943-1955,312-943-8397,01/22/2013,Y
2016,10321,F4 Consulting Ltd.,758 N. Larrabee St. #824,,Chicago,IL,60654,United States,312-593-5400,,01/18/2014,Y
2016,13985,KeyBank National Association,127 Public Square,,Cleveland,OH,44114,United States,216-689-4208,,01/20/2016,Y
2016,13984,KeyBank National Association,127 Public Square,,Cleveland,OH,44114,United States,216-689-4208,,01/20/2016,Y
2016,10283,Foley & Lardner LLP,321 N. Clark Street,Suite 2800,Chicago,IL,60654,United States,312-832-4546,312-832-4700,01/17/2014,Y
,13722,Eric Dams,2211 N. Elston,Suite 304,Chicago,IL,60614,United States,312-441-0343,,01/08/2016,Y
2016,7401,"Scofes & Associates Consulting, Inc",535 N. Capitol Ave,,Lansing,MI,48933,United States,517-485-5536,517-485-2550,01/16/2013,Y
2016,12581,Resolute Consulting,180 N LaSalle,Ste 2750,Chicago,IL,60601,United States,312-673-1301,,05/19/2015,Y
2016,12521,Enwave Chicago,200 W. Jackson Blvd,Suite 1310,Chicago,IL,60606,United States,312-447-1600,,05/11/2015,Y
2016,13986,"Estrada Hinojosa & Company, Inc.",161 N. Clark St # 4700,,Chicago,IL,60601,United States,3125232086,,01/20/2016,Y
2016,4456,Vedder Price PC,"222 N. LaSalle St.,",,Chicago,IL,60601,United States,312-609-7962,312-609-5005,,Y
2016,7430,"Rory Group, LLC.",212 W. Washington Street,Suite 1904,Chicago,IL,60606,United States,312-726-1400,,01/16/2013,Y
2016,7481,Illinois Bankers Association,194 E. Delaware Place,Suite 500,Chicago,IL,60611,United States,3123473400,,01/17/2013,Y
2016,4290,Comcast,1255 W. North Ave,,Chicago,IL,60642,United States,773-394-8767,773-394-876,,Y
2016,12092,The Perman Group,1904 West Newport Avenue,,Chicago,IL,60657,United States,773-405-6312,,01/19/2015,Y
2016,8901,General Growth Properties,110 N. Wacker Dr.,,Chicago,IL,60606,United States,312-960-5000,,07/17/2013,Y
2016,13101,"Portillo's Hot Dogs, LLC",2001 Spring Rd.,Ste. 500,Oak Brook,IL,60523,United States,630-954-3773,630-684-0414,07/28/2015,Y
2016,4180,"Miguel A. Santiago Consulting, Inc.","900 Lee St., Ste. 507",,Des Plaines,IL,60016,United States,773-594-6497,773-594-6998,,Y
2016,4281,Law Offices of Samuel V.P.Banks,"221 N. LaSalle At., #3800",,Chicago,IL,60601,United States,312-782-1983,312-782-2433,,Y
,13781,"Cabrera Capital Markets, LLC",10 South LaSalle,,Chicago,IL,60603,United States,312-236-8888,,01/12/2016,Y
2016,11822,Ann & Robert H. Lurie Children's Hospital of Chicago,225 E Chicago Avenue,,Chicago,IL,60611,United States,312-227-4000,,11/26/2014,Y
2016,10406,Unite Here Local 1,218 S Wabash,7th Flr,Chicago,IL,60604,United States,312-663-4373,312-986-3828,01/22/2014,Y
2016,8141,Denton US LLP,"233 S, Wacker Dr.",Ste. 7800,Chicago,IL,60606,United States,312-876-8000,312-876-7934,04/02/2013,Y
2016,9721,LAZ Parking,33 W. Monroe,,Chicago,IL,60603,United States,312-577-7985,,11/26/2013,Y
2016,5001,Quarles & Brady LLP,300 N. LaSalle,Ste. 4000,Chicago,IL,60654,United States,312-715-5073,312-715-5155,05/03/2012,Y
2016,10207,"Hynes Law Offices, LLC",55 W Monroe St,Ste. 990,Chicago,IL,60603,United States,312-878-3833,312-419-9330,01/15/2014,Y
2016,4312,Lewis Powell,"53 W. Jackson, Ste. 1222",,Chicago,IL,60604,United States,312-987-9737,312-987-9093,,Y
2016,4857,William Filan,321 N. Clark #2800,,Chicago,IL,60610,United States,312-832-4391,312-832-4700,,Y
2016,6121,"Gene Schulter Group, Inc",4326 N Bell Ave,,Chicago,IL,60618,United States,773-539-1683,,09/25/2012,Y
2016,5621,"AMI Group, LLC",205 N Michigan Ave,Ste. 1910,Chicago,IL,60601,United States,312-262-6870,312-376-3470,08/02/2012,Y
2016,6861,MacRostie Historic Advisors LLC,1400 16th St. NW,Ste 420,Washington,DC,20036,United States,202-483-2020,202-483-2080,01/02/2013,Y
,14021,"Airbnb, Inc.",888 Brannan St.,,San Francisco,CA,94103,United States,415-662-3254�,,01/22/2016,Y
2016,14022,"Airbnb, Inc.",888 Brannan St.,,San Francisco,CA,94103,United States,4156623254,,01/22/2016,Y
2016,10421,Arnold Scott Harris PC,111 W Jackson,Ste. 600,Chicago,IL,60604,United States,312-423-7420,312-423-7563,01/24/2014,Y
2016,14001,The Peoples Gas LIght and Coke Company,200 E Randolph St,,Chicago,IL,60601,United States,312-240-7179,,01/22/2016,Y
2016,5781,"AMI Group, LLC",205 N Michigan Ave,Ste. 1910,Chicago,IL,60601,United States,312-262-6840,312-376-3470,08/24/2012,Y
2016,14061,"J.J.B. Hilliard, W.L. Lyons, LLC","211 W Wacker Dr.,",Ste 1200,Chicago,IL,60606,United States,312-346-3570,312-977-4813,01/25/2016,Y
2016,4593,AT&T Illinois,225 W. randolph St. Suite 27B,,Chicago,IL,60606,United States,312-551-9144,312-727-3722,,Y
2016,13081,AT&T Illinois,225 W. Randolph St.,Ste 27D,Chicago,IL,60606,United States,312-727-2621,312-420-8898,07/23/2015,Y
2016,4588,"J.J.B. Hilliard, W.L. Lyons, LLC","500 W. Jefferson St., Ste. 700",,Louisville,KY,40202,United States,502-588-1829,502-588-8470,,Y
2016,4653,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811,,Y
2016,10362,Cornerstone Government Affairs,111 West Washington,Suite 1100,Chicago,IL,60602,United States,312-281-0994,,01/20/2014,Y
2016,14041,Grant Park Global LLC,875 N Michigan Ave,,Chicago,IL,60611,United States,888-627-8204,,01/25/2016,Y
2016,14042,AT&T Illinois,225 W. randolph St. Suite 27d,,Chicago,IL,60606,United States,312-551-9144,312-727-3722,01/25/2016,Y
2016,13261,"The Law Office of David Meek, LLC",513 Central Ave,Ste. 400,Highland Park,IL,60035,United States,847-433-2442,847-433-2025,10/07/2015,Y
2016,12281,"Fox, Swibel, Levin & Carroll, LLP",200 W Madison St,Ste 3000,Chicago,IL,60606,United States,312-224-1200,312-224-1201,03/16/2015,Y
2016,14121,"RBC Global Asset Management,Inc",225 Franklin St Suite 2700,,Boston,MA,02110,United States,617 236 7314,,01/26/2016,Y
2016,5601,"Master Meter, Inc",101 Regency Pkwy,,Mansfield,TX,76063,United States,817-842-8000,817-842-8100,07/30/2012,Y
