"","ALDERMAN","LOBBYIST_NAME","cont_to_aldermen","CLIENT_NAME","total_comp","pathString"
"799","DEBORAH MELL","THOMAS MURPHY",150,"WALGREENS",90000,"DEBORAH MELL/THOMAS MURPHY/WALGREENS"
"800","DEBORAH MELL","TYLER MANIC",250,"1241 W ERIE LLC",3475,"DEBORAH MELL/TYLER MANIC/1241 W ERIE LLC"
"801","DEBORAH MELL","TYLER MANIC",250,"1241 WEST ERIE LLC",6950,"DEBORAH MELL/TYLER MANIC/1241 WEST ERIE LLC"
"802","DEBORAH MELL","TYLER MANIC",250,"1460 CORTEZ LLC",5450,"DEBORAH MELL/TYLER MANIC/1460 CORTEZ LLC"
"803","DEBORAH MELL","TYLER MANIC",250,"1754 NORTH  TROY LLC",3130,"DEBORAH MELL/TYLER MANIC/1754 NORTH  TROY LLC"
"804","DEBORAH MELL","TYLER MANIC",250,"2930 N LAKEWOOD PARTNERS LLC",4475,"DEBORAH MELL/TYLER MANIC/2930 N LAKEWOOD PARTNERS LLC"
"805","DEBORAH MELL","TYLER MANIC",250,"2930 NORTH LAKEWOOD PARTNERS LLC",525,"DEBORAH MELL/TYLER MANIC/2930 NORTH LAKEWOOD PARTNERS LLC"
"806","DEBORAH MELL","TYLER MANIC",250,"3701 W DIVERSEY LLC",2175,"DEBORAH MELL/TYLER MANIC/3701 W DIVERSEY LLC"
"807","DEBORAH MELL","TYLER MANIC",250,"3701 WEST DIVERSEY LLC",4350,"DEBORAH MELL/TYLER MANIC/3701 WEST DIVERSEY LLC"
"808","DEBORAH MELL","TYLER MANIC",250,"AECM LLC",13142.75,"DEBORAH MELL/TYLER MANIC/AECM LLC"
"809","DEBORAH MELL","TYLER MANIC",250,"AMOS FINANCIAL",4000,"DEBORAH MELL/TYLER MANIC/AMOS FINANCIAL"
"810","DEBORAH MELL","TYLER MANIC",250,"CHICAGO URBAN RENEWAL PARTNERS LLC",4886.84,"DEBORAH MELL/TYLER MANIC/CHICAGO URBAN RENEWAL PARTNERS LLC"
"811","DEBORAH MELL","TYLER MANIC",250,"COMPASS REAL ESTATE",1000,"DEBORAH MELL/TYLER MANIC/COMPASS REAL ESTATE"
"812","DEBORAH MELL","TYLER MANIC",250,"HONORE HOLDINGS LLC",11539.39,"DEBORAH MELL/TYLER MANIC/HONORE HOLDINGS LLC"
"813","DEBORAH MELL","TYLER MANIC",250,"JACK TUSK",4112.5,"DEBORAH MELL/TYLER MANIC/JACK TUSK"
"814","DEBORAH MELL","TYLER MANIC",250,"JAMES ENGEL",6575,"DEBORAH MELL/TYLER MANIC/JAMES ENGEL"
"815","DEBORAH MELL","TYLER MANIC",250,"JEREMY MANN",875,"DEBORAH MELL/TYLER MANIC/JEREMY MANN"
"816","DEBORAH MELL","TYLER MANIC",250,"JIM DEROGATIS",42113,"DEBORAH MELL/TYLER MANIC/JIM DEROGATIS"
"817","DEBORAH MELL","TYLER MANIC",250,"JOE ZIVKOVIC",1275,"DEBORAH MELL/TYLER MANIC/JOE ZIVKOVIC"
"818","DEBORAH MELL","TYLER MANIC",250,"JUSTIN FISHMAN",737.5,"DEBORAH MELL/TYLER MANIC/JUSTIN FISHMAN"
"819","DEBORAH MELL","TYLER MANIC",250,"LOCATION FINDERS INTERNATIONAL INC",9748.75,"DEBORAH MELL/TYLER MANIC/LOCATION FINDERS INTERNATIONAL INC"
"820","DEBORAH MELL","TYLER MANIC",250,"LOTUS POINT PROPERTIES LLC",175,"DEBORAH MELL/TYLER MANIC/LOTUS POINT PROPERTIES LLC"
"821","DEBORAH MELL","TYLER MANIC",250,"MAJENA INC",8275.5,"DEBORAH MELL/TYLER MANIC/MAJENA INC"
"822","DEBORAH MELL","TYLER MANIC",250,"MIDWAY ASSETS LLC",6599,"DEBORAH MELL/TYLER MANIC/MIDWAY ASSETS LLC"
"823","DEBORAH MELL","TYLER MANIC",250,"NOVAK CONSTRUCTION COMPANY",1050,"DEBORAH MELL/TYLER MANIC/NOVAK CONSTRUCTION COMPANY"
"824","DEBORAH MELL","TYLER MANIC",250,"PIONEER AQUISITIONS",18887.5,"DEBORAH MELL/TYLER MANIC/PIONEER AQUISITIONS"
"825","DEBORAH MELL","TYLER MANIC",250,"PLANK ROAD LLC",1987.5,"DEBORAH MELL/TYLER MANIC/PLANK ROAD LLC"
"826","DEBORAH MELL","TYLER MANIC",250,"QUMBYA HOUSING COOPERATIVE",3050,"DEBORAH MELL/TYLER MANIC/QUMBYA HOUSING COOPERATIVE"
"827","DEBORAH MELL","TYLER MANIC",250,"RANY MANAGEMENT LLC",500,"DEBORAH MELL/TYLER MANIC/RANY MANAGEMENT LLC"
"828","DEBORAH MELL","TYLER MANIC",250,"SAFFRON CAPITAL PARTNERS LLC",1050,"DEBORAH MELL/TYLER MANIC/SAFFRON CAPITAL PARTNERS LLC"
"829","DEBORAH MELL","TYLER MANIC",250,"SRD DEVELOPMENT LLC",12400,"DEBORAH MELL/TYLER MANIC/SRD DEVELOPMENT LLC"
"830","DEBORAH MELL","TYLER MANIC",250,"TRI HOMES TODAY LLC",4861.84,"DEBORAH MELL/TYLER MANIC/TRI HOMES TODAY LLC"
"831","DEBORAH MELL","TYLER MANIC",250,"VENTUS HOLDINGS LLC",12350,"DEBORAH MELL/TYLER MANIC/VENTUS HOLDINGS LLC"
"832","DEBORAH MELL","TYLER MANIC",250,"WINDY CITY REAL ESTATE LLC",1250,"DEBORAH MELL/TYLER MANIC/WINDY CITY REAL ESTATE LLC"
"833","DEBRA SILVERSTEIN","BRADLEY ADER",250,"AUTOCANADA",5000,"DEBRA SILVERSTEIN/BRADLEY ADER/AUTOCANADA"
"834","DEBRA SILVERSTEIN","DANIEL SHOMON",150,"ELECTRIC KNOWLEDGE INTERCHANGE",18000,"DEBRA SILVERSTEIN/DANIEL SHOMON/ELECTRIC KNOWLEDGE INTERCHANGE"
"835","DEBRA SILVERSTEIN","DANIEL SHOMON",150,"ENVIRONMENA DESIGN INTERNATIONAL",36000,"DEBRA SILVERSTEIN/DANIEL SHOMON/ENVIRONMENA DESIGN INTERNATIONAL"
"836","DEBRA SILVERSTEIN","DANIEL SHOMON",150,"PFIZER INC",62000,"DEBRA SILVERSTEIN/DANIEL SHOMON/PFIZER INC"
"837","DEBRA SILVERSTEIN","DANIEL SHOMON",150,"STAFFING SERVICES ASSOCIATION OF ILLINOIS",54000,"DEBRA SILVERSTEIN/DANIEL SHOMON/STAFFING SERVICES ASSOCIATION OF ILLINOIS"
"838","DEBRA SILVERSTEIN","DONNA PUGH",100,"ALDI INC, AN ILLINOIS CORPORATION",24981,"DEBRA SILVERSTEIN/DONNA PUGH/ALDI INC, AN ILLINOIS CORPORATION"
"839","DEBRA SILVERSTEIN","DONNA PUGH",100,"BLACKHAWK COMMUNITY ICE RINK LLC",53775,"DEBRA SILVERSTEIN/DONNA PUGH/BLACKHAWK COMMUNITY ICE RINK LLC"
"840","DEBRA SILVERSTEIN","DONNA PUGH",100,"GATEWAY NEWSTANDS",34100,"DEBRA SILVERSTEIN/DONNA PUGH/GATEWAY NEWSTANDS"
"841","DEBRA SILVERSTEIN","DONNA PUGH",100,"JAPANESE AMERICAN SERVICE COMMITTEE",7400,"DEBRA SILVERSTEIN/DONNA PUGH/JAPANESE AMERICAN SERVICE COMMITTEE"
"842","DEBRA SILVERSTEIN","DONNA PUGH",100,"MACERICH COMPANY",89338,"DEBRA SILVERSTEIN/DONNA PUGH/MACERICH COMPANY"
"843","DEBRA SILVERSTEIN","DONNA PUGH",100,"MONTPARNASSE 56 CHICAGO LLC",74337,"DEBRA SILVERSTEIN/DONNA PUGH/MONTPARNASSE 56 CHICAGO LLC"
"844","DEBRA SILVERSTEIN","DONNA PUGH",100,"MORGAN STANLEY & CO LLC",36800,"DEBRA SILVERSTEIN/DONNA PUGH/MORGAN STANLEY & CO LLC"
"845","DEBRA SILVERSTEIN","DONNA PUGH",100,"NORTHERN TRUST CORPORATION",22000,"DEBRA SILVERSTEIN/DONNA PUGH/NORTHERN TRUST CORPORATION"
"846","DEBRA SILVERSTEIN","DONNA PUGH",100,"PRESENCE HEALTH SYSTEM",117444,"DEBRA SILVERSTEIN/DONNA PUGH/PRESENCE HEALTH SYSTEM"
"847","DEBRA SILVERSTEIN","DONNA PUGH",100,"THE FEIL ORGANIZATION",4500,"DEBRA SILVERSTEIN/DONNA PUGH/THE FEIL ORGANIZATION"
"848","DEBRA SILVERSTEIN","DONNA PUGH",100,"TRI CITY FOODS INC",144687,"DEBRA SILVERSTEIN/DONNA PUGH/TRI CITY FOODS INC"
"849","DEBRA SILVERSTEIN","DONNA PUGH",100,"WENDY'S COMPANY",1800,"DEBRA SILVERSTEIN/DONNA PUGH/WENDY'S COMPANY"
"850","DEBRA SILVERSTEIN","DONNA PUGH",100,"WENDY'S OLD FASHIONED HAMBURGERS",675,"DEBRA SILVERSTEIN/DONNA PUGH/WENDY'S OLD FASHIONED HAMBURGERS"
"851","DEBRA SILVERSTEIN","JOHN DOERRER",1000,"AMERICAN PETROLIUM INSTITUTE",63000,"DEBRA SILVERSTEIN/JOHN DOERRER/AMERICAN PETROLIUM INSTITUTE"
"852","DEBRA SILVERSTEIN","JOHN DOERRER",1000,"CHICAGO RETAIL MERCHANTS ASSOC.",42000,"DEBRA SILVERSTEIN/JOHN DOERRER/CHICAGO RETAIL MERCHANTS ASSOC."
"853","DEBRA SILVERSTEIN","JOHN DOERRER",1000,"DISTILLED SPIRITS COUNCIL OF UNITED STATES",42000,"DEBRA SILVERSTEIN/JOHN DOERRER/DISTILLED SPIRITS COUNCIL OF UNITED STATES"
"854","DEBRA SILVERSTEIN","JOHN DOERRER",1000,"GILBANE BUILDING CO.",10000,"DEBRA SILVERSTEIN/JOHN DOERRER/GILBANE BUILDING CO."
"855","DEBRA SILVERSTEIN","JOHN DOERRER",1000,"HEXAGON SI",84000,"DEBRA SILVERSTEIN/JOHN DOERRER/HEXAGON SI"
"856","DEBRA SILVERSTEIN","JOHN DOERRER",1000,"LIMEBIKE",18000,"DEBRA SILVERSTEIN/JOHN DOERRER/LIMEBIKE"
"857","DEBRA SILVERSTEIN","JOHN DOERRER",1000,"MCDONALD'S CORPORATION",7500,"DEBRA SILVERSTEIN/JOHN DOERRER/MCDONALD'S CORPORATION"
"858","DEBRA SILVERSTEIN","JOHN DOERRER",1000,"SHORELINE SIGHTSEEING",31500,"DEBRA SILVERSTEIN/JOHN DOERRER/SHORELINE SIGHTSEEING"
"859","DEBRA SILVERSTEIN","JOHN DOERRER",1000,"UNITED AIRLINES",20000,"DEBRA SILVERSTEIN/JOHN DOERRER/UNITED AIRLINES"
"860","DEBRA SILVERSTEIN","JOHN DOERRER",1000,"VIA TRANSPORTATION INC",84000,"DEBRA SILVERSTEIN/JOHN DOERRER/VIA TRANSPORTATION INC"
"861","DEBRA SILVERSTEIN","MARY MINAGHAN DBA MKM SERVICES",500,"A & R JANITORIAL SERVICE INC",2000,"DEBRA SILVERSTEIN/MARY MINAGHAN DBA MKM SERVICES/A & R JANITORIAL SERVICE INC"
"862","DEBRA SILVERSTEIN","MARY MINAGHAN DBA MKM SERVICES",500,"ASSOCIATION OF SUBCONTRACTORS",42650,"DEBRA SILVERSTEIN/MARY MINAGHAN DBA MKM SERVICES/ASSOCIATION OF SUBCONTRACTORS"
"863","DEBRA SILVERSTEIN","MARY MINAGHAN DBA MKM SERVICES",500,"BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO",65900,"DEBRA SILVERSTEIN/MARY MINAGHAN DBA MKM SERVICES/BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO"
"864","DEBRA SILVERSTEIN","MARY MINAGHAN DBA MKM SERVICES",500,"CHICAGOLAND APARTMENT ASSOCIATION",56850,"DEBRA SILVERSTEIN/MARY MINAGHAN DBA MKM SERVICES/CHICAGOLAND APARTMENT ASSOCIATION"
"865","DEBRA SILVERSTEIN","MARY MINAGHAN DBA MKM SERVICES",500,"HELLMUTH, OBATA & KASSABAUM",26250,"DEBRA SILVERSTEIN/MARY MINAGHAN DBA MKM SERVICES/HELLMUTH, OBATA & KASSABAUM"
"866","DEBRA SILVERSTEIN","MARY MINAGHAN DBA MKM SERVICES",500,"ILLINOIS BANKERS ASSOCIATION",17150,"DEBRA SILVERSTEIN/MARY MINAGHAN DBA MKM SERVICES/ILLINOIS BANKERS ASSOCIATION"
"867","DEBRA SILVERSTEIN","MARY MINAGHAN DBA MKM SERVICES",500,"ILLINOIS RESTAURANT ASSOCIATION",18850,"DEBRA SILVERSTEIN/MARY MINAGHAN DBA MKM SERVICES/ILLINOIS RESTAURANT ASSOCIATION"
"868","DEBRA SILVERSTEIN","MARY MINAGHAN DBA MKM SERVICES",500,"OUTFRONT MEDIA",18075,"DEBRA SILVERSTEIN/MARY MINAGHAN DBA MKM SERVICES/OUTFRONT MEDIA"
"869","DEBRA SILVERSTEIN","MARY MINAGHAN DBA MKM SERVICES",500,"UNITED AIRLINES",40000,"DEBRA SILVERSTEIN/MARY MINAGHAN DBA MKM SERVICES/UNITED AIRLINES"
"870","DEBRA SILVERSTEIN","MARY MINAGHAN DBA MKM SERVICES",500,"WOMEN CONSTRUCTION OWNERS",27150,"DEBRA SILVERSTEIN/MARY MINAGHAN DBA MKM SERVICES/WOMEN CONSTRUCTION OWNERS"
"871","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"ACADEMY FOR URBAN SCHOOL LEADERSHIP",48000,"DEBRA SILVERSTEIN/MICHAEL KASPER/ACADEMY FOR URBAN SCHOOL LEADERSHIP"
"872","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"AIRBNB",240000,"DEBRA SILVERSTEIN/MICHAEL KASPER/AIRBNB"
"873","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"AMERICAN BEVERAGE ASSOCIATION",480000,"DEBRA SILVERSTEIN/MICHAEL KASPER/AMERICAN BEVERAGE ASSOCIATION"
"874","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"ANDELL INC",2e+05,"DEBRA SILVERSTEIN/MICHAEL KASPER/ANDELL INC"
"875","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"CHICAGO FIRE SOCCER HOLDINGS LLC",24000,"DEBRA SILVERSTEIN/MICHAEL KASPER/CHICAGO FIRE SOCCER HOLDINGS LLC"
"876","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"CITIGROUP GLOBAL MARKETS INC",175500,"DEBRA SILVERSTEIN/MICHAEL KASPER/CITIGROUP GLOBAL MARKETS INC"
"877","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"DCI GROUP AZ LLC",108000,"DEBRA SILVERSTEIN/MICHAEL KASPER/DCI GROUP AZ LLC"
"878","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"DELAWARE NORTH COMPANIES",320016,"DEBRA SILVERSTEIN/MICHAEL KASPER/DELAWARE NORTH COMPANIES"
"879","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"DOMINION VOTING SYSTEMS INC",240000,"DEBRA SILVERSTEIN/MICHAEL KASPER/DOMINION VOTING SYSTEMS INC"
"880","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"FAMILY GUIDANCE CENTERS INC",15000,"DEBRA SILVERSTEIN/MICHAEL KASPER/FAMILY GUIDANCE CENTERS INC"
"881","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"HVJT CONSULTING LLC",72000,"DEBRA SILVERSTEIN/MICHAEL KASPER/HVJT CONSULTING LLC"
"882","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"KINDER MORGAN INC",55000,"DEBRA SILVERSTEIN/MICHAEL KASPER/KINDER MORGAN INC"
"883","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"LA RABIDA CHILDREN'S HOSPITAL",280000,"DEBRA SILVERSTEIN/MICHAEL KASPER/LA RABIDA CHILDREN'S HOSPITAL"
"884","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"LOGAN JONES LP",120000,"DEBRA SILVERSTEIN/MICHAEL KASPER/LOGAN JONES LP"
"885","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"MCDONALD'S USA LLC",96000,"DEBRA SILVERSTEIN/MICHAEL KASPER/MCDONALD'S USA LLC"
"886","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"PFIZER INC",288000,"DEBRA SILVERSTEIN/MICHAEL KASPER/PFIZER INC"
"887","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"PRESENCE HEALTH",360000,"DEBRA SILVERSTEIN/MICHAEL KASPER/PRESENCE HEALTH"
"888","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"SMG",48000,"DEBRA SILVERSTEIN/MICHAEL KASPER/SMG"
"889","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"TED WYNN",120000,"DEBRA SILVERSTEIN/MICHAEL KASPER/TED WYNN"
"890","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"TUK TUK CHICAGO",225000,"DEBRA SILVERSTEIN/MICHAEL KASPER/TUK TUK CHICAGO"
"891","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"UBER",576000,"DEBRA SILVERSTEIN/MICHAEL KASPER/UBER"
"892","DEBRA SILVERSTEIN","MICHAEL KASPER",500,"UNITED PARCEL SERVICE",480000,"DEBRA SILVERSTEIN/MICHAEL KASPER/UNITED PARCEL SERVICE"
"893","DEBRA SILVERSTEIN","STEVEN FRIEDLAND",100,"BRINSHORE-MICHAELS DEVELOPMENT LLC",15000,"DEBRA SILVERSTEIN/STEVEN FRIEDLAND/BRINSHORE-MICHAELS DEVELOPMENT LLC"
"894","DEBRA SILVERSTEIN","STEVEN FRIEDLAND",100,"FULL CIRCLE COMMUNITIES INC",7500,"DEBRA SILVERSTEIN/STEVEN FRIEDLAND/FULL CIRCLE COMMUNITIES INC"
"895","DEBRA SILVERSTEIN","STEVEN FRIEDLAND",100,"HEARTLAND HOUSING INC",15000,"DEBRA SILVERSTEIN/STEVEN FRIEDLAND/HEARTLAND HOUSING INC"
"896","DEBRA SILVERSTEIN","STEVEN FRIEDLAND",100,"HOLSTEN DEVELOPMENT CORP.",17500,"DEBRA SILVERSTEIN/STEVEN FRIEDLAND/HOLSTEN DEVELOPMENT CORP."
"897","DEBRA SILVERSTEIN","STEVEN FRIEDLAND",100,"MR PROPERTIES LLC",43500,"DEBRA SILVERSTEIN/STEVEN FRIEDLAND/MR PROPERTIES LLC"
"898","DEBRA SILVERSTEIN","STEVEN FRIEDLAND",100,"NER TAMID EZRA HABONIM EGALITARIAN MINA",2000,"DEBRA SILVERSTEIN/STEVEN FRIEDLAND/NER TAMID EZRA HABONIM EGALITARIAN MINA"
"899","DEBRA SILVERSTEIN","THOMAS MURPHY",375,"CITYBASE LLC",55000,"DEBRA SILVERSTEIN/THOMAS MURPHY/CITYBASE LLC"
"900","DEBRA SILVERSTEIN","THOMAS MURPHY",375,"FGP ATELIER",12000,"DEBRA SILVERSTEIN/THOMAS MURPHY/FGP ATELIER"
"901","DEBRA SILVERSTEIN","THOMAS MURPHY",375,"MILLERCOORS LLC",60000,"DEBRA SILVERSTEIN/THOMAS MURPHY/MILLERCOORS LLC"
"902","DEBRA SILVERSTEIN","THOMAS MURPHY",375,"NORFOLK SOUTHERN CORPORATION",108000,"DEBRA SILVERSTEIN/THOMAS MURPHY/NORFOLK SOUTHERN CORPORATION"
"903","DEBRA SILVERSTEIN","THOMAS MURPHY",375,"NORTHWESTERN MEMORIAL HOSPITAL",28000,"DEBRA SILVERSTEIN/THOMAS MURPHY/NORTHWESTERN MEMORIAL HOSPITAL"
"904","DEBRA SILVERSTEIN","THOMAS MURPHY",375,"RCN TELECOM SERVICES OF IL",31500,"DEBRA SILVERSTEIN/THOMAS MURPHY/RCN TELECOM SERVICES OF IL"
"905","DEBRA SILVERSTEIN","THOMAS MURPHY",375,"SP PLUS CORPORATION",270000,"DEBRA SILVERSTEIN/THOMAS MURPHY/SP PLUS CORPORATION"
"906","DEBRA SILVERSTEIN","THOMAS MURPHY",375,"WALGREENS",90000,"DEBRA SILVERSTEIN/THOMAS MURPHY/WALGREENS"
"907","DEBRA SILVERSTEIN","THOMAS RAINES",1500,"ATRIUM EVENTS LLC",37500,"DEBRA SILVERSTEIN/THOMAS RAINES/ATRIUM EVENTS LLC"
"908","DEBRA SILVERSTEIN","THOMAS RAINES",1500,"CHICAGO AVENUE HOSPITALITY LLC",21000,"DEBRA SILVERSTEIN/THOMAS RAINES/CHICAGO AVENUE HOSPITALITY LLC"
"909","DEBRA SILVERSTEIN","THOMAS RAINES",1500,"CHICAGO CUBS BASEBALL CLUB LLC",18000,"DEBRA SILVERSTEIN/THOMAS RAINES/CHICAGO CUBS BASEBALL CLUB LLC"
"910","DEBRA SILVERSTEIN","THOMAS RAINES",1500,"CS II LLC",3000,"DEBRA SILVERSTEIN/THOMAS RAINES/CS II LLC"
"911","DEBRA SILVERSTEIN","THOMAS RAINES",1500,"HINDO FAMILY",15000,"DEBRA SILVERSTEIN/THOMAS RAINES/HINDO FAMILY"
"912","DEBRA SILVERSTEIN","THOMAS RAINES",1500,"HSC PLAZA AND BUILDING OPERATIONS LLC",18000,"DEBRA SILVERSTEIN/THOMAS RAINES/HSC PLAZA AND BUILDING OPERATIONS LLC"
"913","DEBRA SILVERSTEIN","THOMAS RAINES",1500,"MIDWAY EASY PARK INC",36000,"DEBRA SILVERSTEIN/THOMAS RAINES/MIDWAY EASY PARK INC"
"914","DEBRA SILVERSTEIN","THOMAS RAINES",1500,"REFINERY 29 INC",60000,"DEBRA SILVERSTEIN/THOMAS RAINES/REFINERY 29 INC"
"915","DEBRA SILVERSTEIN","THOMAS RAINES",1500,"SOUTH WATER SIGNS LLC",75000,"DEBRA SILVERSTEIN/THOMAS RAINES/SOUTH WATER SIGNS LLC"
"916","DEBRA SILVERSTEIN","THOMAS RAINES",1500,"WORP/CA 601 NORTH JV. LLC",245000,"DEBRA SILVERSTEIN/THOMAS RAINES/WORP/CA 601 NORTH JV. LLC"
"917","DEBRA SILVERSTEIN","TIMOTHY HINCHMAN",250,"MCDONALD'S CORPORATION",31466.75,"DEBRA SILVERSTEIN/TIMOTHY HINCHMAN/MCDONALD'S CORPORATION"
"918","DEBRA SILVERSTEIN","WILLIAM BANKS",500,"ANDRZEJ CHRACA",1625,"DEBRA SILVERSTEIN/WILLIAM BANKS/ANDRZEJ CHRACA"
"919","DEBRA SILVERSTEIN","WILLIAM BANKS",500,"AUTO TECX REAL ESTATE INC",1800,"DEBRA SILVERSTEIN/WILLIAM BANKS/AUTO TECX REAL ESTATE INC"
"920","DEBRA SILVERSTEIN","WILLIAM BANKS",500,"CYNTHIA VALLES",3837.5,"DEBRA SILVERSTEIN/WILLIAM BANKS/CYNTHIA VALLES"
"921","DEBRA SILVERSTEIN","WILLIAM BANKS",500,"GREG NEWSOME",475,"DEBRA SILVERSTEIN/WILLIAM BANKS/GREG NEWSOME"
"922","DEBRA SILVERSTEIN","WILLIAM BANKS",500,"KIMBALL BRYN MAWR STORES LLC",7650,"DEBRA SILVERSTEIN/WILLIAM BANKS/KIMBALL BRYN MAWR STORES LLC"
"923","DEBRA SILVERSTEIN","WILLIAM BANKS",500,"MCDONALD'S CORPORATION",10505,"DEBRA SILVERSTEIN/WILLIAM BANKS/MCDONALD'S CORPORATION"
"924","DEBRA SILVERSTEIN","WILLIAM BANKS",500,"SEIU LOCAL 1",31376.25,"DEBRA SILVERSTEIN/WILLIAM BANKS/SEIU LOCAL 1"
"925","DERRICK CURTIS","JOHN DOERRER",1000,"AMERICAN PETROLIUM INSTITUTE",63000,"DERRICK CURTIS/JOHN DOERRER/AMERICAN PETROLIUM INSTITUTE"
"926","DERRICK CURTIS","JOHN DOERRER",1000,"CHICAGO RETAIL MERCHANTS ASSOC.",42000,"DERRICK CURTIS/JOHN DOERRER/CHICAGO RETAIL MERCHANTS ASSOC."
"927","DERRICK CURTIS","JOHN DOERRER",1000,"DISTILLED SPIRITS COUNCIL OF UNITED STATES",42000,"DERRICK CURTIS/JOHN DOERRER/DISTILLED SPIRITS COUNCIL OF UNITED STATES"
"928","DERRICK CURTIS","JOHN DOERRER",1000,"GILBANE BUILDING CO.",10000,"DERRICK CURTIS/JOHN DOERRER/GILBANE BUILDING CO."
"929","DERRICK CURTIS","JOHN DOERRER",1000,"HEXAGON SI",84000,"DERRICK CURTIS/JOHN DOERRER/HEXAGON SI"
"930","DERRICK CURTIS","JOHN DOERRER",1000,"LIMEBIKE",18000,"DERRICK CURTIS/JOHN DOERRER/LIMEBIKE"
"931","DERRICK CURTIS","JOHN DOERRER",1000,"MCDONALD'S CORPORATION",7500,"DERRICK CURTIS/JOHN DOERRER/MCDONALD'S CORPORATION"
"932","DERRICK CURTIS","JOHN DOERRER",1000,"SHORELINE SIGHTSEEING",31500,"DERRICK CURTIS/JOHN DOERRER/SHORELINE SIGHTSEEING"
"933","DERRICK CURTIS","JOHN DOERRER",1000,"UNITED AIRLINES",20000,"DERRICK CURTIS/JOHN DOERRER/UNITED AIRLINES"
"934","DERRICK CURTIS","JOHN DOERRER",1000,"VIA TRANSPORTATION INC",84000,"DERRICK CURTIS/JOHN DOERRER/VIA TRANSPORTATION INC"
"935","DERRICK CURTIS","LUIS ANDRADE",500,"ILLINOIS HOSPITAL ASSOCIATION",10000,"DERRICK CURTIS/LUIS ANDRADE/ILLINOIS HOSPITAL ASSOCIATION"
"936","DERRICK CURTIS","THOMAS LIVINGSTON",1000,"CSX CORPORATION",60000,"DERRICK CURTIS/THOMAS LIVINGSTON/CSX CORPORATION"
"937","EDWARD BURKE","AL RONAN",1500,"AMERICAN WATER RESOURCES",15000,"EDWARD BURKE/AL RONAN/AMERICAN WATER RESOURCES"
"938","EDWARD BURKE","AL RONAN",1500,"MATER INC",35000,"EDWARD BURKE/AL RONAN/MATER INC"
"939","EDWARD BURKE","AL RONAN",1500,"SAP PUBLIC SERVICES",93750,"EDWARD BURKE/AL RONAN/SAP PUBLIC SERVICES"
"940","EDWARD BURKE","BRIDGET O'KEEFE",300,"125 S CLARK (CHICAGO) SPE LLC",2142,"EDWARD BURKE/BRIDGET O'KEEFE/125 S CLARK (CHICAGO) SPE LLC"
"941","EDWARD BURKE","BRIDGET O'KEEFE",300,"125 SOUTH CLARK (CHICAGO) SPE LLC",5814,"EDWARD BURKE/BRIDGET O'KEEFE/125 SOUTH CLARK (CHICAGO) SPE LLC"
"942","EDWARD BURKE","BRIDGET O'KEEFE",300,"19 SOUTH WABASH LLC",1344,"EDWARD BURKE/BRIDGET O'KEEFE/19 SOUTH WABASH LLC"
"943","EDWARD BURKE","BRIDGET O'KEEFE",300,"54 WEST  HUBBARD LLC",896,"EDWARD BURKE/BRIDGET O'KEEFE/54 WEST  HUBBARD LLC"
"944","EDWARD BURKE","BRIDGET O'KEEFE",300,"54 WEST HUBBARD LLC",448,"EDWARD BURKE/BRIDGET O'KEEFE/54 WEST HUBBARD LLC"
"945","EDWARD BURKE","BRIDGET O'KEEFE",300,"545 INVESTORS LLC",3744,"EDWARD BURKE/BRIDGET O'KEEFE/545 INVESTORS LLC"
"946","EDWARD BURKE","BRIDGET O'KEEFE",300,"632 NORTH  DEARBORN RESCO LLC",400,"EDWARD BURKE/BRIDGET O'KEEFE/632 NORTH  DEARBORN RESCO LLC"
"947","EDWARD BURKE","BRIDGET O'KEEFE",300,"632 NORTH DEARBORN RESCO LLC",400,"EDWARD BURKE/BRIDGET O'KEEFE/632 NORTH DEARBORN RESCO LLC"
"948","EDWARD BURKE","BRIDGET O'KEEFE",300,"BETHESDA REHAB AND SENIOR CARE",8690.94,"EDWARD BURKE/BRIDGET O'KEEFE/BETHESDA REHAB AND SENIOR CARE"
